review_text,rating,review_date,bank,source,app_package,clean_text,sentiment_label,sentiment_score,theme,category
"The app is cool, but unlike other banks they don't provide a receipt for mobile banking transactions, which makes it useless for payments that require receipt",2,2025-01-31,Dashen,Google Play,com.cr2.amolelight,the app is cool but unlike other banks they don t provide a receipt for mobile banking transactions which makes it useless for payments that require receipt,NEGATIVE,0.9905507564544678,Features/UI,Other
I am glad to customer with you .I have plan to use dube ale and amole.,5,2025-01-27,Dashen,Google Play,com.cr2.amolelight,i am glad to customer with you i have plan to use dube ale and amole,POSITIVE,0.9757484793663024,Other,Other
WOW that's awesome,5,2025-01-27,Dashen,Google Play,com.cr2.amolelight,wow that s awesome,POSITIVE,0.9998512268066406,Other,Other
I cant choose select an account,1,2025-01-26,Dashen,Google Play,com.cr2.amolelight,i cant choose select an account,NEGATIVE,0.9820990562438964,Other,Other
Good👍,5,2025-01-22,Dashen,Google Play,com.cr2.amolelight,good,POSITIVE,0.999816119670868,Other,Other
wow,5,2025-01-15,Dashen,Google Play,com.cr2.amolelight,wow,POSITIVE,0.999592125415802,Other,Other
we needs modification at all !,1,2025-01-14,Dashen,Google Play,com.cr2.amolelight,we needs modification at all,NEGATIVE,0.9976831674575806,Other,Other
It was good at first but now the system is very bad.please try to fix it.,1,2025-01-14,Dashen,Google Play,com.cr2.amolelight,it was good at first but now the system is very bad please try to fix it,NEGATIVE,0.9997342228889464,Other,Other
Generic error how tofix,4,2025-01-06,Dashen,Google Play,com.cr2.amolelight,generic error how tofix,NEGATIVE,0.999723255634308,Crashes/Bugs,Other
Fast and suitable to learn.,5,2025-01-04,Dashen,Google Play,com.cr2.amolelight,fast and suitable to learn,POSITIVE,0.9998342990875244,Features/UI,Other
"The app is extremely slow, often stuck on the logo. Security is poor, requiring only username/password. This allows unauthorized transactions. A large company like yours needs stronger security, such as two-factor authentication. The app's speed lags significantly compared to others. Numerous updates are needed to improve performance and security. Currently, it's a frustrating and time-wasting experience.",1,2025-01-03,Dashen,Google Play,com.cr2.amolelight,the app is extremely slow often stuck on the logo security is poor requiring only username password this allows unauthorized transactions a large company like yours needs stronger security such as two factor authentication the app s speed lags significantly compared to others numerous updates are needed to improve performance and security currently it s a frustrating and time wasting experience,NEGATIVE,0.9995988011360168,Performance,Other
Sometimes it's soo slow,3,2025-01-01,Dashen,Google Play,com.cr2.amolelight,sometimes it s soo slow,NEGATIVE,0.9951977133750916,Performance,Other
the best app I used always,1,2024-12-31,Dashen,Google Play,com.cr2.amolelight,the best app i used always,POSITIVE,0.9996992349624634,Other,Other
Amole apk is ..... it's very good apk . please used amole Apk,5,2024-12-29,Dashen,Google Play,com.cr2.amolelight,amole apk is it s very good apk please used amole apk,POSITIVE,0.9989153146743774,Other,Other
fast and secure app,5,2024-12-23,Dashen,Google Play,com.cr2.amolelight,fast and secure app,POSITIVE,0.9989577531814576,Other,Other
Ok,4,2024-12-18,Dashen,Google Play,com.cr2.amolelight,ok,POSITIVE,0.9997851252555848,Other,Other
I am new for this App let me to use and i will rate 5 star while i get Satisfie,3,2024-12-17,Dashen,Google Play,com.cr2.amolelight,i am new for this app let me to use and i will rate 5 star while i get satisfie,POSITIVE,0.987254559993744,Other,Other
Yeb,5,2024-12-12,Dashen,Google Play,com.cr2.amolelight,yeb,POSITIVE,0.7893218398094177,Other,Other
Good Ait service!,5,2024-12-09,Dashen,Google Play,com.cr2.amolelight,good ait service,POSITIVE,0.999762237071991,Support,Other
Sisay mustefa abani,5,2024-12-08,Dashen,Google Play,com.cr2.amolelight,sisay mustefa abani,POSITIVE,0.8329891562461853,Other,Other
Wow,5,2024-12-06,Dashen,Google Play,com.cr2.amolelight,wow,POSITIVE,0.999592125415802,Other,Other
"It can't load, even in a fast network connection. This app is so bad that it needs fixing",1,2024-12-05,Dashen,Google Play,com.cr2.amolelight,it can t load even in a fast network connection this app is so bad that it needs fixing,NEGATIVE,0.9997560381889344,Other,Other
The best mobile banking in Ethiopia 👍👍,5,2024-12-03,Dashen,Google Play,com.cr2.amolelight,the best mobile banking in ethiopia,POSITIVE,0.9998106360435486,Other,Other
Thnk you,5,2024-12-02,Dashen,Google Play,com.cr2.amolelight,thnk you,POSITIVE,0.8047779202461243,Other,Other
I like this app b/c it has many options and easily useable,5,2024-11-28,Dashen,Google Play,com.cr2.amolelight,i like this app b c it has many options and easily useable,POSITIVE,0.998587131500244,Other,Other
Its nice but it does not have speed it requires a lot of patience it will not be for a problem,3,2024-11-28,Dashen,Google Play,com.cr2.amolelight,its nice but it does not have speed it requires a lot of patience it will not be for a problem,POSITIVE,0.9054858088493348,Features/UI,Other
It is better if he blinks (ከንግድ ባንክ666).,5,2024-11-28,Dashen,Google Play,com.cr2.amolelight,it is better if he blinks 666,NEGATIVE,0.9911808371543884,Other,Other
Naysssss,5,2024-11-27,Dashen,Google Play,com.cr2.amolelight,naysssss,NEGATIVE,0.9773305654525756,Other,Other
It's good,3,2024-11-21,Dashen,Google Play,com.cr2.amolelight,it s good,POSITIVE,0.9998457431793212,Other,Other
Big love,5,2024-11-20,Dashen,Google Play,com.cr2.amolelight,big love,POSITIVE,0.9998681545257568,Other,Other
Excellent,5,2024-11-16,Dashen,Google Play,com.cr2.amolelight,excellent,POSITIVE,0.9998434782028198,Other,Other
Please decrease app size,4,2024-11-09,Dashen,Google Play,com.cr2.amolelight,please decrease app size,NEGATIVE,0.9971163272857666,Other,Other
It's great,5,2024-11-08,Dashen,Google Play,com.cr2.amolelight,it s great,POSITIVE,0.9998717308044434,Other,Other
Alem Zeleqe,3,2024-11-08,Dashen,Google Play,com.cr2.amolelight,alem zeleqe,POSITIVE,0.7574898600578308,Other,Other
❤️,5,2024-11-08,Dashen,Google Play,com.cr2.amolelight,,POSITIVE,0.7481208443641663,Other,Other
Great Financial App,5,2024-10-28,Dashen,Google Play,com.cr2.amolelight,great financial app,POSITIVE,0.9998390674591064,Other,Other
Deshan bank,5,2024-10-27,Dashen,Google Play,com.cr2.amolelight,deshan bank,POSITIVE,0.9838610887527466,Other,Other
"Still in love with it but while the app start to open, it takes time pls upgrade & fix the bug.",5,2024-10-22,Dashen,Google Play,com.cr2.amolelight,still in love with it but while the app start to open it takes time pls upgrade fix the bug,NEGATIVE,0.9948171973228456,Crashes/Bugs,Other
It's such an amazing app. Truly Dashen bank is always one step ahead of other banks in 🇪🇹 👍,5,2024-10-16,Dashen,Google Play,com.cr2.amolelight,it s such an amazing app truly dashen bank is always one step ahead of other banks in,POSITIVE,0.9997971653938292,Other,Other
Best App for all users.,5,2024-10-02,Dashen,Google Play,com.cr2.amolelight,best app for all users,POSITIVE,0.9997270703315736,Other,Other
I ilke very much,5,2024-09-25,Dashen,Google Play,com.cr2.amolelight,i ilke very much,POSITIVE,0.996204435825348,Other,Other
"The app suffers from severe performance issues, particularly with response times. The backend seems to have high latency, as the OTP generation and delivery process consistently delays, even after the server acknowledges that it has been sent. API requests frequently fail, returning non-descriptive error messages that lack proper exception handling, making it difficult for users to understand the issue. I know you will gonne say""ehe yedekem hzb teche alteche"", but that it.",1,2024-09-12,Dashen,Google Play,com.cr2.amolelight,the app suffers from severe performance issues particularly with response times the backend seems to have high latency as the otp generation and delivery process consistently delays even after the server acknowledges that it has been sent api requests frequently fail returning non descriptive error messages that lack proper exception handling making it difficult for users to understand the issue i know you will gonne say ehe yedekem hzb teche alteche but that it,NEGATIVE,0.9995322227478028,Performance,Other
"The security, cool, every time OTP!! The UI, let's not talk about the UI, But how the heck it says ""offline mode is not available"" something like that, when I enter more than the max amount to transfer. Fellas i am a web dev, this is bad UX. It needs update on the UX. Will see the UI later.",3,2024-09-10,Dashen,Google Play,com.cr2.amolelight,the security cool every time otp the ui let s not talk about the ui but how the heck it says offline mode is not available something like that when i enter more than the max amount to transfer fellas i am a web dev this is bad ux it needs update on the ux will see the ui later,NEGATIVE,0.999713122844696,Login/Access,Other
Select from Sending account option not working when trying to send to other banks,2,2024-09-08,Dashen,Google Play,com.cr2.amolelight,select from sending account option not working when trying to send to other banks,NEGATIVE,0.9983751773834229,Other,Other
It's not working,1,2024-09-08,Dashen,Google Play,com.cr2.amolelight,it s not working,NEGATIVE,0.9997804760932922,Other,Other
nice App,5,2024-09-07,Dashen,Google Play,com.cr2.amolelight,nice app,POSITIVE,0.9998061060905457,Other,Other
የአንደኛ ቀዳሚ ምርጫችን ዳሽን ባንክ ሁልጊዜ አንድ እርምጃ ቀዳሚ። የአሞሌ አስጠቃሚ።,5,2024-09-03,Dashen,Google Play,com.cr2.amolelight,,POSITIVE,0.7481208443641663,Other,Other
በጠም ውደድኩት ስህተት ከለው በጠም መዝገቱ ደስ ብሎኛል,5,2024-08-24,Dashen,Google Play,com.cr2.amolelight,,POSITIVE,0.7481208443641663,Other,Other
🔥,4,2024-08-24,Dashen,Google Play,com.cr2.amolelight,,POSITIVE,0.7481208443641663,Other,Other
"Although the application is good, but, it is difficult to get out. The app does not work to get out with the back cursor . Fix it quickly.",1,2024-08-22,Dashen,Google Play,com.cr2.amolelight,although the application is good but it is difficult to get out the app does not work to get out with the back cursor fix it quickly,NEGATIVE,0.9988124370574952,Features/UI,Other
Go,3,2024-08-21,Dashen,Google Play,com.cr2.amolelight,go,POSITIVE,0.9994152784347534,Other,Other
"I like thise app it is smart app,but when i make one mistake it will automatically block",5,2024-08-15,Dashen,Google Play,com.cr2.amolelight,i like thise app it is smart app but when i make one mistake it will automatically block,NEGATIVE,0.994492769241333,Other,Other
Suaud,5,2024-08-05,Dashen,Google Play,com.cr2.amolelight,suaud,POSITIVE,0.7671428322792053,Other,Other
wenderfull,5,2024-08-03,Dashen,Google Play,com.cr2.amolelight,wenderfull,POSITIVE,0.9393948316574096,Other,Other
Nice app in Ethiopia,5,2024-08-01,Dashen,Google Play,com.cr2.amolelight,nice app in ethiopia,POSITIVE,0.9995818734169006,Other,Other
simply the best,5,2024-07-26,Dashen,Google Play,com.cr2.amolelight,simply the best,POSITIVE,0.9998356103897096,Other,Other
Very nice mob app,3,2024-07-26,Dashen,Google Play,com.cr2.amolelight,very nice mob app,POSITIVE,0.9997592568397522,Other,Other
"I hate this app stack and blackscreen not open as required ,normaly i resigned my job do to this app b/c our salary are depoite by dashen bank",1,2024-06-28,Dashen,Google Play,com.cr2.amolelight,i hate this app stack and blackscreen not open as required normaly i resigned my job do to this app b c our salary are depoite by dashen bank,NEGATIVE,0.9996362924575806,Features/UI,Other
Wow Very Nice App,5,2024-06-22,Dashen,Google Play,com.cr2.amolelight,wow very nice app,POSITIVE,0.9998499155044556,Other,Other
Telebirr agent deposit is not working until now. Please fix it. Fix it fast.,5,2024-06-19,Dashen,Google Play,com.cr2.amolelight,telebirr agent deposit is not working until now please fix it fix it fast,NEGATIVE,0.998376965522766,Other,Other
Very good,5,2024-06-16,Dashen,Google Play,com.cr2.amolelight,very good,POSITIVE,0.9998520612716676,Other,Other
The developers have incorporated biometric login which has made the app very convenient and user friendly. I will now increase my rating as promised,5,2024-06-15,Dashen,Google Play,com.cr2.amolelight,the developers have incorporated biometric login which has made the app very convenient and user friendly i will now increase my rating as promised,POSITIVE,0.9960640072822572,Login/Access,Other
Memekaye miliyoon girmaa,3,2024-06-14,Dashen,Google Play,com.cr2.amolelight,memekaye miliyoon girmaa,NEGATIVE,0.9797621369361876,Other,Other
This app is 🤩,5,2024-06-12,Dashen,Google Play,com.cr2.amolelight,this app is,POSITIVE,0.9793030619621276,Other,Other
Be adjusted this app is not available anytime,5,2024-06-11,Dashen,Google Play,com.cr2.amolelight,be adjusted this app is not available anytime,NEGATIVE,0.999541997909546,Other,Other
Super app,5,2024-06-10,Dashen,Google Play,com.cr2.amolelight,super app,POSITIVE,0.9932268261909484,Other,Other
"Very poor app! It locked my out without any reason, does not have any conformation or screenshots . And delay when opening of the app. It is just time wasting.",1,2024-06-09,Dashen,Google Play,com.cr2.amolelight,very poor app it locked my out without any reason does not have any conformation or screenshots and delay when opening of the app it is just time wasting,NEGATIVE,0.9997908473014832,Performance,Other
Best app....,5,2024-06-06,Dashen,Google Play,com.cr2.amolelight,best app,POSITIVE,0.999686598777771,Other,Other
wow amole,4,2024-06-03,Dashen,Google Play,com.cr2.amolelight,wow amole,POSITIVE,0.9994269609451294,Other,Other
We,1,2024-06-01,Dashen,Google Play,com.cr2.amolelight,we,POSITIVE,0.998214602470398,Other,Other
Tye app is mostly good but you should make it be able to save usernames instead of typing every time i want to login,4,2024-05-31,Dashen,Google Play,com.cr2.amolelight,tye app is mostly good but you should make it be able to save usernames instead of typing every time i want to login,POSITIVE,0.894574761390686,Login/Access,Other
"It's good enough. But, there is slowing in beginning of the App....",5,2024-05-24,Dashen,Google Play,com.cr2.amolelight,it s good enough but there is slowing in beginning of the app,NEGATIVE,0.9848451018333436,Performance,Other
"Good for safety,take long way though",5,2024-05-22,Dashen,Google Play,com.cr2.amolelight,good for safety take long way though,NEGATIVE,0.958751618862152,Other,Other
😘,5,2024-05-20,Dashen,Google Play,com.cr2.amolelight,,POSITIVE,0.7481208443641663,Other,Other
Bad app that not helping me the is not login,1,2024-05-18,Dashen,Google Play,com.cr2.amolelight,bad app that not helping me the is not login,NEGATIVE,0.99905663728714,Login/Access,Other
Best after removal of screelock password,5,2024-05-13,Dashen,Google Play,com.cr2.amolelight,best after removal of screelock password,POSITIVE,0.980417251586914,Login/Access,Other
"I really don't get how this is the lite version and it is bigger than the og app, ah well it is what it is ig ¯⁠\⁠_😂_⁠/⁠¯",5,2024-05-10,Dashen,Google Play,com.cr2.amolelight,i really don t get how this is the lite version and it is bigger than the og app ah well it is what it is ig,POSITIVE,0.6940427422523499,Other,Other
"Dashen Bank is the gold standard of banking in Ethiopia! The mobile app makes banking convenient and efficient. Plus, the branch services is top-notch, with staff always ready to assist with a smile.",5,2024-05-10,Dashen,Google Play,com.cr2.amolelight,dashen bank is the gold standard of banking in ethiopia the mobile app makes banking convenient and efficient plus the branch services is top notch with staff always ready to assist with a smile,POSITIVE,0.9996436834335328,Support,Other
ማይ,1,2024-05-09,Dashen,Google Play,com.cr2.amolelight,,POSITIVE,0.7481208443641663,Other,Other
Doesn't work most of the time,1,2024-05-09,Dashen,Google Play,com.cr2.amolelight,doesn t work most of the time,NEGATIVE,0.9990493655204772,Other,Other
that is awesome,5,2024-05-01,Dashen,Google Play,com.cr2.amolelight,that is awesome,POSITIVE,0.9998675584793092,Other,Other
"It's so boring.... I don't wanna say this but this app so tough to take action. It's take long time and also it's conditional mostly it's not available, in 1 day it's work for 1 or 2 hour .... this bank so huge but de app it's not enough to define your exellence",1,2024-04-30,Dashen,Google Play,com.cr2.amolelight,it s so boring i don t wanna say this but this app so tough to take action it s take long time and also it s conditional mostly it s not available in 1 day it s work for 1 or 2 hour this bank so huge but de app it s not enough to define your exellence,NEGATIVE,0.9991753697395324,Other,Other
Jafare has fyguhfiwudgg,5,2024-04-25,Dashen,Google Play,com.cr2.amolelight,jafare has fyguhfiwudgg,NEGATIVE,0.9514184594154358,Other,Other
it's fine,5,2024-04-20,Dashen,Google Play,com.cr2.amolelight,it s fine,POSITIVE,0.9998539686203004,Other,Other
This app is very good Nice app people please use this app 😃☺️☺️,5,2024-04-20,Dashen,Google Play,com.cr2.amolelight,this app is very good nice app people please use this app,POSITIVE,0.999714195728302,Other,Other
Wow amazing platform 🙏,5,2024-04-17,Dashen,Google Play,com.cr2.amolelight,wow amazing platform,POSITIVE,0.9998631477355956,Other,Other
"I tried to log in twice and locked me out. I tried to email them, but no one responded 🙃 please respond to our email back",1,2024-04-12,Dashen,Google Play,com.cr2.amolelight,i tried to log in twice and locked me out i tried to email them but no one responded please respond to our email back,NEGATIVE,0.9993835687637328,Other,Other
Why dont update,5,2024-04-06,Dashen,Google Play,com.cr2.amolelight,why dont update,NEGATIVE,0.9983964562416076,Other,Other
This app is so good and its an interesting,3,2024-03-29,Dashen,Google Play,com.cr2.amolelight,this app is so good and its an interesting,POSITIVE,0.9998619556427002,Other,Other
The best easy banking app ever @ Ethiopia,5,2024-03-26,Dashen,Google Play,com.cr2.amolelight,the best easy banking app ever ethiopia,POSITIVE,0.9997859597206116,Other,Other
Amole lite wow its more easy for use and more secured. I really its one step a head,5,2024-03-25,Dashen,Google Play,com.cr2.amolelight,amole lite wow its more easy for use and more secured i really its one step a head,POSITIVE,0.932908833026886,Other,Other
Excellent and Easy to use.,5,2024-03-25,Dashen,Google Play,com.cr2.amolelight,excellent and easy to use,POSITIVE,0.9998745918273926,Other,Other
it's good app I'm using it right now but after it have installed doesn't work fastly and again goes to update..plc fix the problem..,3,2024-03-23,Dashen,Google Play,com.cr2.amolelight,it s good app i m using it right now but after it have installed doesn t work fastly and again goes to update plc fix the problem,NEGATIVE,0.9907853603363036,Other,Other
Very nice,5,2024-03-22,Dashen,Google Play,com.cr2.amolelight,very nice,POSITIVE,0.9998563528060912,Other,Other
It's good app,5,2024-03-22,Dashen,Google Play,com.cr2.amolelight,it s good app,POSITIVE,0.999863862991333,Other,Other
Very secured app but after the last update it takes long time to start .pls minimize the start time ppl might have no patience to wait more than 30 seconds just for the app to open ..,5,2024-03-22,Dashen,Google Play,com.cr2.amolelight,very secured app but after the last update it takes long time to start pls minimize the start time ppl might have no patience to wait more than 30 seconds just for the app to open,NEGATIVE,0.998813271522522,Other,Other
I don't know why I have been stuck with other mobile banking systems when all I needed was amole... I loved it,5,2024-03-22,Dashen,Google Play,com.cr2.amolelight,i don t know why i have been stuck with other mobile banking systems when all i needed was amole i loved it,POSITIVE,0.9949318766593932,Other,Other
Special for me,5,2024-03-21,Dashen,Google Play,com.cr2.amolelight,special for me,POSITIVE,0.99954754114151,Other,Other
Baset app,5,2024-03-20,Dashen,Google Play,com.cr2.amolelight,baset app,POSITIVE,0.9855851531028748,Other,Other
it is good App,4,2024-03-19,Dashen,Google Play,com.cr2.amolelight,it is good app,POSITIVE,0.9998652935028076,Other,Other
Nuuroo usmaan gaamilcom,5,2024-03-18,Dashen,Google Play,com.cr2.amolelight,nuuroo usmaan gaamilcom,NEGATIVE,0.9877434968948364,Other,Other
Very good app,5,2024-03-17,Dashen,Google Play,com.cr2.amolelight,very good app,POSITIVE,0.9998675584793092,Other,Other
Student,5,2024-03-17,Dashen,Google Play,com.cr2.amolelight,student,POSITIVE,0.9856825470924376,Other,Other
Please apply!cardless cash out system🙏,2,2024-03-17,Dashen,Google Play,com.cr2.amolelight,please apply cardless cash out system,NEGATIVE,0.9866474866867064,Other,Other
it has a lot of options but it is a slowe while opning by biometric,2,2024-03-17,Dashen,Google Play,com.cr2.amolelight,it has a lot of options but it is a slowe while opning by biometric,NEGATIVE,0.9981617331504822,Performance,Other
The last update is not working correctly so i stop using this app betam huwala ker new dashen bank needs to work on its digital app teams,5,2024-03-17,Dashen,Google Play,com.cr2.amolelight,the last update is not working correctly so i stop using this app betam huwala ker new dashen bank needs to work on its digital app teams,NEGATIVE,0.9997643828392028,Other,Other
How to use application,5,2024-03-16,Dashen,Google Play,com.cr2.amolelight,how to use application,POSITIVE,0.9884336590766908,Other,Other
cooooolllllll,5,2024-03-16,Dashen,Google Play,com.cr2.amolelight,cooooolllllll,NEGATIVE,0.9188387393951416,Other,Other
I prefered you b/cs your service charge is very fair.,5,2024-03-16,Dashen,Google Play,com.cr2.amolelight,i prefered you b cs your service charge is very fair,POSITIVE,0.9914121627807616,Support,Other
Excellent App And Easy To Use Every where.,5,2024-03-16,Dashen,Google Play,com.cr2.amolelight,excellent app and easy to use every where,POSITIVE,0.9997850060462952,Other,Other
ተመችቶናል,4,2024-03-16,Dashen,Google Play,com.cr2.amolelight,,POSITIVE,0.7481208443641663,Other,Other
The best app,5,2024-03-16,Dashen,Google Play,com.cr2.amolelight,the best app,POSITIVE,0.9998469352722168,Other,Other
Well done Dashen Bank.,4,2024-03-16,Dashen,Google Play,com.cr2.amolelight,well done dashen bank,POSITIVE,0.9996885061264038,Other,Other
"The UI/UX experience is already good, but some minor tweaks in font sizes and color can take it to the top-notch level. Imagine the sheer joy and satisfaction your users will feel when they see the polished and refined interface you've created for them. Don't miss the opportunity to impress them even more with these simple yet impactful changes.",5,2024-03-12,Dashen,Google Play,com.cr2.amolelight,the ui ux experience is already good but some minor tweaks in font sizes and color can take it to the top notch level imagine the sheer joy and satisfaction your users will feel when they see the polished and refined interface you ve created for them don t miss the opportunity to impress them even more with these simple yet impactful changes,POSITIVE,0.9996410608291626,Features/UI,Other
I m the one here in Dashen bank,5,2024-03-06,Dashen,Google Play,com.cr2.amolelight,i m the one here in dashen bank,POSITIVE,0.8516913652420044,Other,Other
improve more,3,2024-03-04,Dashen,Google Play,com.cr2.amolelight,improve more,POSITIVE,0.9996280670166016,Other,Other
ለመግባት (login) ቀርፋፋ ነው ።,1,2024-03-04,Dashen,Google Play,com.cr2.amolelight,login,NEGATIVE,0.96615731716156,Login/Access,Other
I like this,3,2024-03-03,Dashen,Google Play,com.cr2.amolelight,i like this,POSITIVE,0.9998672008514404,Other,Other
Longin fails repeatedly,3,2024-02-28,Dashen,Google Play,com.cr2.amolelight,longin fails repeatedly,NEGATIVE,0.9996817111968994,Other,Other
One of the best app I have ever seen it's simple to use,5,2024-02-26,Dashen,Google Play,com.cr2.amolelight,one of the best app i have ever seen it s simple to use,POSITIVE,0.9994686245918274,Other,Other
Personal scored,5,2024-02-25,Dashen,Google Play,com.cr2.amolelight,personal scored,POSITIVE,0.9996507167816162,Other,Other
Welcome,4,2024-02-22,Dashen,Google Play,com.cr2.amolelight,welcome,POSITIVE,0.9998117089271544,Other,Other
Needs to be underrated. Bad service,1,2024-02-20,Dashen,Google Play,com.cr2.amolelight,needs to be underrated bad service,NEGATIVE,0.99811053276062,Support,Other
Easy to use,4,2024-02-15,Dashen,Google Play,com.cr2.amolelight,easy to use,POSITIVE,0.9988542795181274,Other,Other
Its nice,5,2024-02-12,Dashen,Google Play,com.cr2.amolelight,its nice,POSITIVE,0.999854326248169,Other,Other
Mudeme,5,2024-02-11,Dashen,Google Play,com.cr2.amolelight,mudeme,NEGATIVE,0.999513864517212,Other,Other
The upgraded Amole lite app is nice. I’ve loved it. But #USSD CANNOT BE ADJUSTED FOR NEW CUSTOMERS ESPECIALLY THOSE WHO DO NOT HAVE SMARTPHONES. YOU NEED TO IMPROVE THIS ONE,5,2024-02-11,Dashen,Google Play,com.cr2.amolelight,the upgraded amole lite app is nice i ve loved it but ussd cannot be adjusted for new customers especially those who do not have smartphones you need to improve this one,NEGATIVE,0.985135018825531,Other,Other
Past,5,2024-02-10,Dashen,Google Play,com.cr2.amolelight,past,NEGATIVE,0.9876970648765564,Other,Other
Open,1,2024-02-09,Dashen,Google Play,com.cr2.amolelight,open,POSITIVE,0.9997945427894592,Other,Other
Awesome,5,2024-02-06,Dashen,Google Play,com.cr2.amolelight,awesome,POSITIVE,0.9998682737350464,Other,Other
receipt downloading is not avialable in this version,1,2024-02-05,Dashen,Google Play,com.cr2.amolelight,receipt downloading is not avialable in this version,NEGATIVE,0.9995287656784058,Performance,Other
Good 👍,5,2024-02-04,Dashen,Google Play,com.cr2.amolelight,good,POSITIVE,0.999816119670868,Other,Other
Not reliable!,1,2024-02-04,Dashen,Google Play,com.cr2.amolelight,not reliable,NEGATIVE,0.9997870326042176,Other,Other
The last update doesn't work when you chose account to send money on lower Android version,1,2024-02-04,Dashen,Google Play,com.cr2.amolelight,the last update doesn t work when you chose account to send money on lower android version,NEGATIVE,0.9991543292999268,Other,Other
Exchange rate is not real,5,2024-02-03,Dashen,Google Play,com.cr2.amolelight,exchange rate is not real,NEGATIVE,0.9997653365135192,Other,Other
Good Security,5,2024-02-03,Dashen,Google Play,com.cr2.amolelight,good security,POSITIVE,0.9998112320899964,Other,Other
"It's good app but i can not see the history of transactions on the app and also updated one is not good can't send always says, choose account",5,2024-02-02,Dashen,Google Play,com.cr2.amolelight,it s good app but i can not see the history of transactions on the app and also updated one is not good can t send always says choose account,NEGATIVE,0.9975071549415588,Other,Other
Its good,5,2024-02-02,Dashen,Google Play,com.cr2.amolelight,its good,POSITIVE,0.9998385906219482,Other,Other
Happy day,4,2024-02-01,Dashen,Google Play,com.cr2.amolelight,happy day,POSITIVE,0.999869704246521,Other,Other
"Disabled taking screenshots so there's no way to share payment confirmation screenshot with people. When you think the app couldn't get any worse, somehow these people find a way to do so.",1,2024-02-01,Dashen,Google Play,com.cr2.amolelight,disabled taking screenshots so there s no way to share payment confirmation screenshot with people when you think the app couldn t get any worse somehow these people find a way to do so,NEGATIVE,0.9992893934249878,Other,Other
Too technical.,1,2024-02-01,Dashen,Google Play,com.cr2.amolelight,too technical,NEGATIVE,0.9994858503341676,Other,Other
🥰🥰🥰🥰,5,2024-02-01,Dashen,Google Play,com.cr2.amolelight,,POSITIVE,0.7481208443641663,Other,Other
Fast and secured,5,2024-02-01,Dashen,Google Play,com.cr2.amolelight,fast and secured,POSITIVE,0.9997352957725524,Other,Other
Good but it need additional work it is slow in respond,3,2024-01-31,Dashen,Google Play,com.cr2.amolelight,good but it need additional work it is slow in respond,NEGATIVE,0.9883925318717957,Performance,Other
My best,5,2024-01-31,Dashen,Google Play,com.cr2.amolelight,my best,POSITIVE,0.9997593760490416,Other,Other
"l am old customer of dashen bank, i started to use this app almost for five month, in those time i didn't saw any negative on this app, its interesting and you can pay and recieve payment easily. from ethiopian banks i give five star its always seek new technology than ever bank.",5,2024-01-31,Dashen,Google Play,com.cr2.amolelight,l am old customer of dashen bank i started to use this app almost for five month in those time i didn t saw any negative on this app its interesting and you can pay and recieve payment easily from ethiopian banks i give five star its always seek new technology than ever bank,POSITIVE,0.95282644033432,Other,Other
Its nice please add reprint to get the receit,5,2024-01-31,Dashen,Google Play,com.cr2.amolelight,its nice please add reprint to get the receit,POSITIVE,0.9953243732452391,Other,Other
Amole 100%,5,2024-01-31,Dashen,Google Play,com.cr2.amolelight,amole 100,POSITIVE,0.9468038082122804,Other,Other
I like it this app,4,2024-01-31,Dashen,Google Play,com.cr2.amolelight,i like it this app,POSITIVE,0.9997456669807434,Other,Other
Smart and best always !,5,2024-01-30,Dashen,Google Play,com.cr2.amolelight,smart and best always,POSITIVE,0.9998551607131958,Other,Other
Dashed Bank A...,5,2024-01-29,Dashen,Google Play,com.cr2.amolelight,dashed bank a,NEGATIVE,0.9995972514152528,Other,Other
ያማችኋል አይሰራም,1,2024-01-22,Dashen,Google Play,com.cr2.amolelight,,POSITIVE,0.7481208443641663,Other,Other
since i started using this app its speed and reliability is great as well. it incorporates all technologies. I am very impressed with the modern work you are doing with little effort.,5,2024-01-22,Dashen,Google Play,com.cr2.amolelight,since i started using this app its speed and reliability is great as well it incorporates all technologies i am very impressed with the modern work you are doing with little effort,POSITIVE,0.9987255930900574,Other,Other
"It doesn't work, it keeps saying ""there was a problem submitting your request. Please try again later"" how come banking app service down all the time. It is very irritating.",1,2024-01-17,Dashen,Google Play,com.cr2.amolelight,it doesn t work it keeps saying there was a problem submitting your request please try again later how come banking app service down all the time it is very irritating,NEGATIVE,0.9994854927062988,Support,Other
Excellent quality Applications Dashen bank for ever,5,2024-01-15,Dashen,Google Play,com.cr2.amolelight,excellent quality applications dashen bank for ever,POSITIVE,0.9995912909507751,Other,Other
Way,5,2024-01-13,Dashen,Google Play,com.cr2.amolelight,way,POSITIVE,0.9972752928733826,Other,Other
This is the most ridiculous thing I have ever seen they are on maintenance everyother day,1,2023-12-31,Dashen,Google Play,com.cr2.amolelight,this is the most ridiculous thing i have ever seen they are on maintenance everyother day,NEGATIVE,0.9992629885673524,Other,Other
Well improved!,4,2023-12-29,Dashen,Google Play,com.cr2.amolelight,well improved,POSITIVE,0.9998574256896972,Other,Other
Keeps hanging ..,3,2023-12-24,Dashen,Google Play,com.cr2.amolelight,keeps hanging,NEGATIVE,0.8644303679466248,Other,Other
